1,30833,45,1,35,85,9489,30833,1,85,9489,1,0,0,0,0,0,0,0,0,0
8,1502,2950,344,38868,8363,2751,67,20245,939,29,67,36,8363,0,0,0,0,0,0,0
5,10,32,998,1,951,33149,39,4181,33149,2,0,0,0,0,0,0,0,0,0,0
1,258,79,81,258,79,683,19,17,23756,5449,123,258,79,0,0,0,0,0,0,0
5,391,130,8206,414,55,126,33908,130,2,2,14,0,0,0,0,0,0,0,0,0
10,35,361,752,3887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,276,8672,2866,177,91,161,91,181,1803,1,1206,236,1,0,0,0,0,0,0
6,72,2,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,261,12954,1511,34,2,261,12954,1511,34,0,0,0,0,0,0,0,0,0,0,0
5,1610,2962,126,22089,2208,1,276,14075,1,1,6779,1146,1982,24,504,55,11157,3,0,0
5,46,30099,5083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4406,364,285,1,2967,15606,11,2,111,223,543,587,364,0,0,0,0,0,0,0
6,819,4,17,1014,484,135,544,912,3,0,0,0,0,0,0,0,0,0,0,0
6,153,390,15415,607,88,15842,67,713,42,5873,1028,184,49,3378,12754,22842,680,0,0,0
10,131,3889,4117,2977,2591,1,8386,905,1201,1,14516,1418,838,1547,11450,2056,3,0,0,0
10,1,24002,12,15,2,24002,150,345,1,24002,12,15,0,0,0,0,0,0,0,0
10,283,1071,2063,1,698,636,613,2841,1,97,0,0,0,0,0,0,0,0,0,0
10,30361,211,2,2588,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,538,91,117,32,14022,24,8044,4,538,7582,4,0,0,0,0,0,0,0,0,0
5,2257,1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1596,9603,1,306,5485,2645,87,6,230,3336,2,0,0,0,0,0,0,0,0,0
2,2877,8,2877,1,4681,5266,56,1,2033,1,2166,430,177,0,0,0,0,0,0,0
1,1533,2784,1533,4083,2,271,673,1,9715,7443,85,192,1,503,0,0,0,0,0,0
3,87,182,118,4201,21,404,1,3831,727,1,321,779,6930,87,44,0,0,0,0,0
1,28947,535,36321,205,381,85,192,13483,2,117,535,0,0,0,0,0,0,0,0,0
8,838,2611,3548,5636,4482,2611,4,227,292,4564,3,40,3,0,0,0,0,0,0,0
4,5896,1283,161,325,864,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
10,530,69,1078,1500,305,52,4,14831,113,10557,113,1867,113,851,113,12083,3,434,0,0
4,863,548,652,9,9,21248,1110,26,2458,4632,26,3691,4141,421,68,269,9,9,0,0
8,3155,97,2,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2336,1577,13,342,3946,42,770,49,115,0,0,0,0,0,0,0,0,0,0,0
6,269,399,4,713,4,42,49,6861,0,0,0,0,0,0,0,0,0,0,0,0
10,1162,9836,2683,2702,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,312,29,3814,8,36,12683,31,95,16405,112,82,1,5542,51,6,0,0,0,0,0
5,4469,202,4507,12797,1650,1,16832,4223,55,1,32,1,36271,3,0,0,0,0,0,0
8,62,19,1358,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,477,4533,1,282,530,97,112,477,176,640,1,142,86,65,0,0,0,0,0,0
6,63,1649,37005,33215,970,1622,1313,12,4647,0,0,0,0,0,0,0,0,0,0,0
4,35,40,271,271,301,7128,1,4238,1,4942,1,0,0,0,0,0,0,0,0,0
8,3330,7,2258,193,490,3330,39,3330,490,2258,3298,3,0,0,0,0,0,0,0,0
12,10,32,341,32,22824,39,39,3,0,0,0,0,0,0,0,0,0,0,0,0
10,9625,12720,287,588,1,81,186,28352,943,70,783,30690,0,0,0,0,0,0,0,0
4,4804,1,10,3672,4182,31,4816,51,115,20,86,120,29,19109,36,18,83,1257,31,25988
3,26,8331,7160,2024,5,2590,2033,26,11422,0,0,0,0,0,0,0,0,0,0,0
2,89,3,378,577,19,2411,56,6092,73,381,89,115,27,4,0,0,0,0,0,0
12,2475,1256,86,2,44,27,652,5,0,0,0,0,0,0,0,0,0,0,0,0
10,35,15,5909,3421,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,27325,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,110,31,6957,4389,35,2323,2,151,590,6957,46,2699,2,0,0,0,0,0,0,0
10,2457,3107,1139,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,508,101,92,562,19,6856,39,487,3,562,19,6856,2580,2580,3,39,6766,0,0,0
5,5037,1419,1726,188,7498,186,1,364,616,1062,5037,6,7,0,0,0,0,0,0,0
1,99,472,1,683,19,2,6964,605,1,2640,57,1,6631,0,0,0,0,0,0,0
10,207,31267,69,3146,47,5,15,31267,14786,209,11,3250,0,0,0,0,0,0,0,0
3,424,16375,2060,3055,1,615,26,1186,2060,3,0,0,0,0,0,0,0,0,0,0
10,537,287,3664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,313,325,88,88,88,88,88,88,88,335,1,23,95,199,384,341,0,0,0,0
5,1503,1209,32,33,210,1,55,224,1,790,1671,2,0,0,0,0,0,0,0,0
14,7,55,2,268,6843,12233,1848,6197,1,7342,3,0,0,0,0,0,0,0,0,0
6,30,26606,7905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2720,29,30301,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,50,1125,499,8903,1,117,181,2850,3915,894,24,0,0,0,0,0,0,0,0,0
2,654,1100,335,1,23,1100,335,69,2743,906,1,460,1,1,240,12,437,174,5,3
9,2541,4498,4305,528,1,15,35,3151,68,304,1,43,5,0,0,0,0,0,0,0
2,910,48,12808,2916,59,910,5196,12808,2916,257,24,27,4198,6,89,0,0,0,0,0
8,3058,445,1,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,7286,1997,1,21,99,219,4996,2,200,2499,696,6522,1,224,5,5,0,0,0,0
4,158,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,18046,1074,217,4693,539,4980,7882,3,860,7457,0,0,0,0,0,0,0,0,0,0
5,35,591,25969,464,3113,1215,8596,1979,17273,2,338,591,25969,464,3113,11241,0,0,0,0
2,64,21856,5589,57,537,520,30,1,8065,2,2,834,4,0,0,0,0,0,0,0
1,683,536,2865,535,8468,1,131,37717,71,1678,1,81,0,0,0,0,0,0,0,0
2,4285,11,3950,104,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,89,220,3,3,3,24013,554,10,109,105,69,8,4,16619,3217,0,0,0,0,0
8,96,609,20,9044,13146,13,13,13,16,96,123,1194,20,4,115,8494,164,2510,5661,0
8,19,595,3292,57,362,2639,2088,1893,97,0,0,0,0,0,0,0,0,0,0,0
2,69,7472,52,4150,251,80,13873,15381,721,0,0,0,0,0,0,0,0,0,0,0
3,27,247,1,7,519,550,14997,803,305,1,1431,306,275,5870,3,0,0,0,0,0
4,2451,31,1504,379,5353,1576,4951,2,29,13392,36,26,0,0,0,0,0,0,0,0
3,110,515,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1039,3071,11307,624,97,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1176,1239,2262,2165,5907,688,4,7383,4,319,2836,7110,0,0,0,0,0,0,0,0
2,8341,1984,66,21402,2573,204,21420,66,5,0,0,0,0,0,0,0,0,0,0,0
1,8,161,1244,535,1,10,1257,4368,35574,29,146,20,736,120,36,0,0,0,0,0
4,2748,5111,1,16182,8380,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1227,582,3567,17,7217,2280,261,0,0,0,0,0,0,0,0,0,0,0,0,0
2,709,437,8,375,185,453,27289,9019,175,656,5586,1,289,3658,0,0,0,0,0,0
2,34,200,3212,2911,786,72,2,2215,1,719,30,3148,19958,2,0,0,0,0,0,0
5,10,14,489,23841,489,35499,60,2,176,132,489,23841,16919,55,0,0,0,0,0,0
6,12314,308,172,12314,298,3830,52,114,22179,18338,1,922,118,0,0,0,0,0,0,0
7,6145,7601,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,3429,1876,2033,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,72,125,1173,50,693,2,716,33270,2846,705,4734,330,173,8,3,0,0,0,0,0
4,129,48,24267,2428,59,2,1064,4027,0,0,0,0,0,0,0,0,0,0,0,0
11,2465,2888,1,23,136,13,1450,463,360,8,1,10,2044,47,1,0,0,0,0,0
6,75,928,20793,1841,4128,9354,100,1323,1370,1841,124,230,5124,3,0,0,0,0,0,0
2,378,1086,322,163,8,1,2937,5,18,56,123,129,257,408,2638,4565,213,56,37,0
5,7,44,25604,33,32,248,10845,2,112,33,362,706,1,10,44,32,0,0,0,0
10,16184,813,8180,1937,1229,28,2,623,16184,48,813,8180,59,0,0,0,0,0,0,0
3,227,2165,31942,10853,656,874,24,4344,45,196,2176,0,0,0,0,0,0,0,0,0
6,2516,8,29671,1,29671,29670,3254,29671,1,7388,0,0,0,0,0,0,0,0,0,0
2,7863,3551,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4002,12760,6706,4402,104,3,10049,4002,788,20749,451,579,27,6706,0,0,0,0,0,0
13,23,1283,47,78,1894,51,1705,4004,4951,517,3,0,0,0,0,0,0,0,0,0
10,33748,8,33748,6619,2,2,6619,37,250,121,281,66,33748,27931,0,0,0,0,0,0
11,969,3581,46,3,5441,9911,3,0,0,0,0,0,0,0,0,0,0,0,0,0
13,8271,219,21,6290,3,3737,86,590,0,0,0,0,0,0,0,0,0,0,0,0
10,8,16,5467,1698,89,1696,4,1719,1423,4,81,704,2459,55,0,0,0,0,0,0
10,11402,1481,1,35,948,141,2,19,602,11402,0,0,0,0,0,0,0,0,0,0
